"order_id","order_status_id","user_id","status"
37577,10,35062,ORDER_ACCEPTED
37578,2,35062,ORDER_CONFIRMED
37578,10,35095,ORDER_ACCEPTED
37579,2,35062,ORDER_CONFIRMED
37579,6,0,ADMIN_CANCELED
37580,1,35129,ORDER_CREATE
37580,2,35129,ORDER_CONFIRMED
37580,10,0,ORDER_ACCEPTED
37581,1,35129,ORDER_CREATE
37581,2,35129,ORDER_CONFIRMED
37581,10,35130,ORDER_ACCEPTED
37582,1,35129,ORDER_CREATE
37582,2,35129,ORDER_CONFIRMED
37582,10,0,ORDER_ACCEPTED
37583,1,35129,ORDER_CREATE
37583,2,35129,ORDER_CONFIRMED
37583,10,35128,ORDER_ACCEPTED
37584,1,35109,ORDER_CREATE
37584,2,35109,ORDER_CONFIRMED
37585,1,35109,ORDER_CREATE
37585,2,35109,ORDER_CONFIRMED
37585,10,35132,ORDER_ACCEPTED
37586,1,35094,ORDER_CREATE
37586,2,35094,ORDER_CONFIRMED
37584,6,0,ADMIN_CANCELED
37586,6,0,ADMIN_CANCELED
37587,1,35129,ORDER_CREATE
37587,2,35129,ORDER_CONFIRMED
37587,10,35128,ORDER_ACCEPTED
37588,1,35129,ORDER_CREATE
37588,2,35129,ORDER_CONFIRMED
37588,5,35129,BORROWER_CANCELED
37589,1,35094,ORDER_CREATE
37589,2,35094,ORDER_CONFIRMED
37589,10,35062,ORDER_ACCEPTED
37590,1,35129,ORDER_CREATE
37590,2,35129,ORDER_CONFIRMED
37590,10,35128,ORDER_ACCEPTED
37590,5,35129,BORROWER_CANCELED
37589,6,35062,ADMIN_CANCELED
37591,1,35094,ORDER_CREATE
37591,2,35094,ORDER_CONFIRMED
37591,5,35094,BORROWER_CANCELED
37592,1,35094,ORDER_CREATE
37592,2,35094,ORDER_CONFIRMED
37592,10,35062,ORDER_ACCEPTED
37592,5,35094,BORROWER_CANCELED
37593,1,35094,ORDER_CREATE
37593,2,35094,ORDER_CONFIRMED
37594,1,35094,ORDER_CREATE
37594,2,35094,ORDER_CONFIRMED
37594,10,35062,ORDER_ACCEPTED
37595,1,35129,ORDER_CREATE
37595,2,35129,ORDER_CONFIRMED
37595,10,35129,ORDER_ACCEPTED
37595,5,35129,BORROWER_CANCELED
37593,6,0,ADMIN_CANCELED
37596,1,35129,ORDER_CREATE
37596,2,35129,ORDER_CONFIRMED
37596,6,0,ADMIN_CANCELED
37597,1,35094,ORDER_CREATE
37597,2,35094,ORDER_CONFIRMED
37598,1,35129,ORDER_CREATE
37598,2,35129,ORDER_CONFIRMED
37597,6,0,ADMIN_CANCELED
37598,6,35128,ADMIN_CANCELED
37594,6,35062,ADMIN_CANCELED
37599,1,35094,ORDER_CREATE
37599,2,35094,ORDER_CONFIRMED
37599,6,0,ADMIN_CANCELED
37600,1,35129,ORDER_CREATE
37600,2,35129,ORDER_CONFIRMED
37600,10,0,ORDER_ACCEPTED
37600,6,35128,ADMIN_CANCELED
37601,1,35129,ORDER_CREATE
37601,2,35129,ORDER_CONFIRMED
37601,10,0,ORDER_ACCEPTED
37602,1,35109,ORDER_CREATE
37602,2,35109,ORDER_CONFIRMED
37602,10,35112,ORDER_ACCEPTED
37603,1,35129,ORDER_CREATE
37603,2,35129,ORDER_CONFIRMED
37604,1,35109,ORDER_CREATE
37604,2,35109,ORDER_CONFIRMED
37605,1,35109,ORDER_CREATE
37605,2,35109,ORDER_CONFIRMED
37603,6,0,ADMIN_CANCELED
37604,6,0,ADMIN_CANCELED
37606,1,35129,ORDER_CREATE
37606,2,35129,ORDER_CONFIRMED
37607,1,35109,ORDER_CREATE
37607,2,35109,ORDER_CONFIRMED
37606,10,0,ORDER_ACCEPTED
37606,5,35129,BORROWER_CANCELED
37608,1,35109,ORDER_CREATE
37608,2,35109,ORDER_CONFIRMED
37605,6,0,ADMIN_CANCELED
37608,10,35112,ORDER_ACCEPTED
37609,1,35129,ORDER_CREATE
37609,2,35129,ORDER_CONFIRMED
37609,10,0,ORDER_ACCEPTED
37607,6,0,ADMIN_CANCELED
37609,6,35128,ADMIN_CANCELED
37610,2,35112,ORDER_CONFIRMED
37610,10,35112,ORDER_ACCEPTED
37611,1,35129,ORDER_CREATE
37611,2,35129,ORDER_CONFIRMED
37611,10,0,ORDER_ACCEPTED
37612,1,35129,ORDER_CREATE
37612,2,35129,ORDER_CONFIRMED
37612,10,0,ORDER_ACCEPTED
37613,1,35129,ORDER_CREATE
37613,2,35129,ORDER_CONFIRMED
37613,6,0,ADMIN_CANCELED
37614,1,35129,ORDER_CREATE
37614,2,35129,ORDER_CONFIRMED
37614,10,35130,ORDER_ACCEPTED
37615,1,35129,ORDER_CREATE
37615,2,35129,ORDER_CONFIRMED
37615,10,0,ORDER_ACCEPTED
37616,1,35129,ORDER_CREATE
37616,2,35129,ORDER_CONFIRMED
37616,5,35129,BORROWER_CANCELED
37617,1,35129,ORDER_CREATE
37617,2,35129,ORDER_CONFIRMED
37617,10,35130,ORDER_ACCEPTED
37617,5,35129,BORROWER_CANCELED
37618,1,35129,ORDER_CREATE
37618,2,35129,ORDER_CONFIRMED
37618,10,35133,ORDER_ACCEPTED
37618,5,35129,BORROWER_CANCELED
37619,1,35129,ORDER_CREATE
37619,2,35129,ORDER_CONFIRMED
37619,10,0,ORDER_ACCEPTED
37620,1,35129,ORDER_CREATE
37620,2,35129,ORDER_CONFIRMED
37620,5,35129,BORROWER_CANCELED
37621,1,35129,ORDER_CREATE
37621,2,35129,ORDER_CONFIRMED
37622,1,35129,ORDER_CREATE
37622,2,35129,ORDER_CONFIRMED
37622,6,35128,ADMIN_CANCELED
37623,1,35129,ORDER_CREATE
37623,2,35129,ORDER_CONFIRMED
37623,6,35128,ADMIN_CANCELED
37621,6,0,ADMIN_CANCELED
37624,1,35129,ORDER_CREATE
37624,2,35129,ORDER_CONFIRMED
37624,10,35130,ORDER_ACCEPTED
